,id,brand,car_type,car_model,problem_desc,problem_dict,complain_time,status
174,484496,一汽-大众,速腾,2015款 230TSI  自动 舒适型,一汽大众速腾ABS传感器故障导致故障灯亮,"E74,",2020-06-15,处理反馈
175,484485,上汽大众,途安,2016款 途安L 280TSI 自动 舒雅版,上汽大众途安L天窗漏水维修后未解决,"H90,",2020-06-15,信息审核
176,484454,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领主驾驶天窗位置漏水,"H81,H90,",2020-06-15,处理反馈
177,484437,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸米其林轮胎开裂厂家未解决,"F100,I295,I294,",2020-06-15,信息审核
178,484429,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾4S店收取上牌费用却未上牌,"K307,",2020-06-15,处理反馈
179,484374,一汽-大众,高尔夫·嘉旅,2016款 280TSI 自动 豪华型,一汽大众高尔夫嘉旅下雨时车内漏水,"H109,",2020-06-15,用户评分
180,484352,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱异响希望厂家处理,"B33,",2020-06-15,处理反馈
181,484303,上汽大众,途观,2013款 1.8TSI 自动 两驱 豪华型,上汽大众途观驾驶室前后脚垫位置积水,"H109,",2020-06-15,处理反馈
182,484292,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡疑似刹车盘生锈存在质量问题,"E239,E42,",2020-06-15,信息审核
183,484287,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸低速时变速箱异响存在质量问题,"B33,H164,",2020-06-15,处理反馈
184,484273,一汽-大众,CC,2013款 1.8TSI 豪华型,一汽大众CC中控隔音棉质量差导致车内异味,"H185,",2020-06-15,用户评分
185,484266,上汽大众,凌渡,2017款 230TSI DSG 风尚版,上汽大众凌渡变速箱漏油4S店拒绝质保,"B22,",2020-06-15,处理反馈
186,484263,上汽大众,途安,2016款 途安L 330TSI 自动 豪华版,上汽大众途安天窗漏水希望尽快解决,"H90,",2020-06-15,处理反馈
187,484253,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L发动机异响厂家未回复处理,"A9,I295,I294,",2020-06-15,用户评分
188,484247,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸轮胎龟裂严重排气管生锈,"F100,H30,I295,",2020-06-15,用户评分
189,484245,一汽-大众,宝来,2020款 280TSI DSG 精英型,一汽大众宝来发动机异响共振变速箱异响,"A9,A24,B33,B19,G56,I295,",2020-06-15,处理反馈
190,484224,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱异响 车灯光线暗,"B33,H88,",2020-06-15,处理反馈
191,484197,上汽大众,朗逸,2011款 1.4TSI DSG品轩版,上汽大众朗逸变速箱机电单元损坏,"B334,B84,B115,",2020-06-14,处理反馈
192,484181,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜有指纹影响行车安全,"H82,",2020-06-14,处理反馈
193,484173,一汽-大众,速腾,2018款 1.6L 自动 舒适型,大众速腾胎压监测故障维修人员操作不规范,"H203,J303,J299,",2020-06-14,用户评分
194,484161,一汽-大众,宝来,2020款 1.5L 自动 精英型,一汽大众宝来加速时抖动 变速箱异响,"B33,B95,",2020-06-14,用户评分
195,484160,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯不亮变速箱顿挫雨刮器异响,"B19,H82,H60,",2020-06-14,处理反馈
196,484153,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱刹车异响希望厂家处理,"B33,B95,E43,H101,",2020-06-14,处理反馈
197,484130,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾ABS传感器故障希望处理,"H234,",2020-06-14,处理反馈
198,484124,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸韩泰轮胎开裂影响行车安全,"F100,",2020-06-14,处理反馈
199,484115,上汽大众,途昂,2017款 330TSI 两驱 豪华版,上汽大众途昂轮毂腐蚀严重4S店不予解决,"H243,I295,",2020-06-14,用户评分
200,484107,一汽-大众,高尔夫,2014款 1.6L  自动 舒适型,一汽大众高尔夫变速箱顿挫 车内异味,"B19,B96,H185,",2020-06-14,处理反馈
201,484053,上汽大众,途观,2012款 1.4TSI 手动 两驱 都会版,上汽大众途观4S店用外采件充当原装配件,"N319,",2020-06-14,用户评分
202,484035,一汽-大众,宝来,2019款 改款 1.5L 自动 精英型 国V,一汽大众宝来红绿灯起步时有被追尾的感觉,"A24,",2020-06-14,处理反馈
203,484013,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸发动机爆震 变速箱异响,"A18,B33,",2020-06-14,处理反馈
204,483965,一汽-大众,高尔夫,2019款 280TSI DSG R-Line型 国VI,一汽大众高尔夫变速箱 方向盘 油门踏板异响,"B33,D59,H164,",2020-06-14,处理反馈
205,483937,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾空调冷凝水排水设计不合理,"H101,",2020-06-13,处理反馈
206,483894,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国V,上汽大众凌渡变速箱拖挡 挂挡打齿严重,"B33,B69,",2020-06-13,处理反馈
207,483880,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱机电模块故障要求解决,"B84,",2020-06-13,处理反馈
208,483841,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸变速箱脱挡右前车门掉漆,"B33,B246,H81,",2020-06-13,处理反馈
209,483771,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱漏顿挫多次维修未解决,"B33,B19,B22,B95,J298,",2020-06-13,用户评分
210,483765,上汽大众,朗逸,2015款 1.6 手动 舒适版,上汽大众朗逸变速箱发动机漏油严重,"A12,B22,",2020-06-13,处理反馈
211,483757,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯有阴影影响大灯透光,"H82,",2020-06-13,处理反馈
212,483734,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来前风挡玻璃开裂希望处理,"H113,",2020-06-13,处理反馈
213,483729,一汽-大众,速腾,2019款 280TSI DSG 豪华型 国VI,一汽大众速腾变速箱顿挫 没有坡道辅助,"B19,M279,",2020-06-13,用户评分
214,483692,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯发白影响夜间照明,"H82,",2020-06-13,处理反馈
215,483643,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸变速箱异响希望得到处理,"B33,",2020-06-12,处理反馈
216,483628,一汽-大众,T-ROC探歌,2019款 280TSI DSG 两驱 进取型 国VI,一汽大众探歌大灯发白影响夜晚驾驶安全,"H82,",2020-06-12,处理反馈
217,483626,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响安全,"F100,",2020-06-12,用户评分
218,483625,一汽-大众,高尔夫,2016款 1.6L  自动 时尚型,一汽大众高尔夫两次出现传动装置报警,"B96,",2020-06-12,处理反馈
219,483622,上汽大众,帕萨特,2019款 330TSI 豪华版 国VI,上汽大众帕萨特变速箱顿挫异响要求更换总成	,"B33,B19,",2020-06-12,信息审核
220,483618,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱异响顿挫 大灯发白,"B33,B19,E47,H82,",2020-06-12,用户评分
221,483605,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸变速箱异响希望尽快处理,"B33,",2020-06-12,处理反馈
222,483576,一汽-大众,高尔夫,2016款 1.6L  自动 时尚型,一汽大众高尔夫变速箱顿挫异响希望处理,"B33,B19,",2020-06-12,处理反馈
223,483574,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速器异响 大灯透镜起白雾,"B33,H82,I293,",2020-06-12,处理反馈
224,483554,一汽-大众,高尔夫,2015款 1.6L 自动 舒适型,一汽大众高尔夫换挡逻辑设计不合理,"B96,",2020-06-12,处理反馈
225,483547,一汽-大众,宝来,2016款 1.6L 自动 时尚型,宝来发动机异响 销售指定贷款及保险公司,"I293,K325,",2020-06-12,处理反馈
226,483536,上汽大众,凌渡,2018款 280TSI 双离合 舒适版,上汽大众凌渡空调异味严重4S店不给解决,"H121,I295,",2020-06-12,处理反馈
227,483508,上汽大众,朗逸,2017款 230TSI 双离合 舒适版,上汽大众朗逸离合器打滑变速箱跳挡,"B27,C16,",2020-06-12,用户评分
228,483469,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾变速箱故障机电单元损坏,"B115,",2020-06-12,用户评分
229,483466,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸4S店出售库存车要求厂家处理,"M283,",2020-06-12,处理反馈
230,483447,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸更换离合器后变速箱挂挡顿挫,"B19,C87,I295,I297,J298,",2020-06-12,处理反馈
231,483434,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 7座 国VI,上汽大众途观L高速行驶中后视镜有口哨声,"H211,",2020-06-12,处理反馈
232,483422,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响行车安全,"F100,",2020-06-12,处理反馈
233,483420,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾韩泰轮胎开裂厂家不给处理,"F100,",2020-06-12,用户评分
234,483401,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯透镜发白 车灯亮度低,"H82,",2020-06-12,用户评分
235,483397,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂存在安全隐患,"F100,",2020-06-12,处理反馈
236,483396,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸车内异味严重4S店无法处理,"H185,I295,",2020-06-12,处理反馈
237,483378,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路舒适版,上汽大众途观变速箱出现严重漏油的现象,"B22,",2020-06-12,处理反馈
238,483371,上汽大众,帕萨特,2013款 帕萨特 1.8TSI DSG 御尊版,上汽大众帕萨特变速箱顿挫异响希望处理	,"B33,B19,I292,",2020-06-12,信息审核
239,483361,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸四条韩泰轮胎有裂纹,"F100,",2020-06-12,处理反馈
240,483356,一汽-大众,迈腾,2018款 330TSI DSG 豪华型 改款,大众迈腾变速箱异响顿挫 车门及天窗异响,"B33,B19,H72,H93,H89,",2020-06-12,处理反馈
241,483339,一汽-大众,速腾,2020款 280TSI DSG 舒适型 国V,一汽大众速腾做完首保后车身抖动明显,"A24,",2020-06-12,处理反馈
242,483331,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾车内异味 转向和胎压监测报警,"H185,H170,H203,",2020-06-12,用户评分
243,483329,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领车顶出现严重漏水的现象,"H109,H90,",2020-06-12,处理反馈
244,483315,一汽-大众,高尔夫,2020款 280TSI DSG 舒适型,一汽大众高尔夫变速箱异响顿挫严重,"B33,B19,",2020-06-12,处理反馈
245,483295,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸颠簸路面行驶左前方异响,"D59,I295,",2020-06-12,处理反馈
246,483286,上汽大众,帕萨特,2017款 330TSI 尊荣版,上汽大众帕萨特邓禄普轮胎老化有裂缝,"F100,",2020-06-12,用户评分
247,483257,一汽-大众,宝来,2018款 1.5L 自动 舒适型,一汽大众宝来转向柱和气囊游丝异响,"D59,",2020-06-11,处理反馈
248,483200,一汽-大众,T-ROC探歌,2020款 230TSI DSG 两驱 进取型,一汽大众探歌玻璃贴膜内有异物要求处理,"J303,",2020-06-11,处理反馈
249,483196,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾实车没有坡道辅助系统,"M279,",2020-06-11,处理反馈
250,483194,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸左前轮异响 多次维修未解决,"G125,J298,",2020-06-11,用户评分
251,483186,上汽大众,途铠,2019款 280TSI DSG 舒适版,上汽大众途铠右前发生事故4S店无配件更换,"N318,",2020-06-11,处理反馈
252,483172,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸热车加速行驶时发动机异响,"A9,",2020-06-11,用户评分
253,483164,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸变速箱异响 门窗异响,"B33,H72,",2020-06-11,处理反馈
254,483147,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸韩泰轮胎有裂纹希望厂家处理,"F100,",2020-06-11,处理反馈
255,483129,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡变速箱机电控制单元故障,"B115,B69,I297,",2020-06-11,处理反馈
256,483113,一汽-大众,宝来,2017款 1.6L 自动 时尚型,一汽大众宝来4S店未按承诺安全隔热瓦,"L314,",2020-06-11,处理反馈
257,483100,一汽-大众,高尔夫·嘉旅,2018款 230TSI 自动 豪华型,一汽大众高尔夫嘉旅发动机变速箱有异响,"A9,B33,",2020-06-11,用户评分
258,483098,上汽大众,辉昂,2019款 380TSI 两驱 商务版 国V,上汽大众辉昂方向盘皮质掉色4S店不给保修,"H157,I295,I297,",2020-06-11,处理反馈
259,483094,上汽大众,帕萨特,2016款 330TSI DSG 御尊版,上汽大众帕萨特变速箱跳挡机电单元故障,"B27,",2020-06-11,处理反馈
260,483084,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂存在质量问题,"F100,",2020-06-11,处理反馈
261,483079,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸刹车片和门板异响4S店不解决,"E43,H72,I295,",2020-06-11,处理反馈
262,483069,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎裂纹严重质量差,"F100,",2020-06-11,处理反馈
263,483067,上汽大众,朗逸,2018款 1.5L 手动 舒适版 国V,上汽大众朗逸韩泰轮胎老化裂纹严重,"F100,",2020-06-11,处理反馈
264,483044,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳喇叭声音发闷影响使用,"H151,",2020-06-11,用户评分
265,483041,一汽-大众,探岳,2020款 280TSI 两驱 豪华智联版,一汽大众探岳车灯模糊不亮夜间有安全隐患,"H82,",2020-06-11,信息审核
266,483017,上汽大众,朗逸,2013款 1.4TSI DSG舒适版,上汽大众朗逸发动机漏油异响厂家拖延不解决,"A9,A12,I295,I297,J301,",2020-06-11,用户评分
267,482992,上汽大众,途岳,2019款 280TSI 两驱 风尚版 国V,上汽大众途岳行驶过程中变速箱异响,"B33,",2020-06-11,处理反馈
268,482989,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾刹车异响严重希望尽快处理,"E43,",2020-06-11,处理反馈
269,482978,大众（进口）,Tiguan,2018款 330TSI 四驱 创睿型,进口大众Tiguan刹车盘异常磨损质量差,"E47,",2020-06-11,信息审核
270,482955,上汽大众,朗逸,2015款 1.6L 自动 风尚版,上汽大众朗逸仪表盘密封性差有飞虫进入,"H168,",2020-06-11,用户评分
271,482931,一汽-大众,高尔夫,2020款 280TSI DSG R-Line型,一汽大众高尔夫新车变速箱异响4S店不解决,"B33,I295,",2020-06-11,用户评分
272,482929,一汽-大众,高尔夫,2019款 1.6L 自动 舒适型 国V,一汽大众高尔夫全车车门漆面包边胶鼓包,"H81,",2020-06-11,处理反馈
273,482920,一汽-大众,速腾,2020款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响车门锁落异响,"B33,H197,",2020-06-11,处理反馈
274,482900,上汽大众,途昂,2020款 380TSI 四驱 豪华版 国VI,上汽大众途昂ABS泵保护壳脱落要求解决,"H168,",2020-06-10,处理反馈
275,482895,上汽大众,朗逸,2018款 1.5L 自动 风尚版 经典 国VI,上汽大众朗逸左前车门密封条开裂变形,"H48,",2020-06-10,用户评分
276,482893,上汽大众,朗行,2013款 1.6L 自动 舒适型,上汽大众朗行隔音材料差导致车内异味,"H185,",2020-06-10,处理反馈
277,482886,上汽大众,辉昂,2019款 380TSI 两驱 商务版 国V,上汽大众辉昂冷车怠速发动机抖动,"A24,",2020-06-10,处理反馈
278,482870,上汽大众,途观L,2019款 330TSI 自动 两驱 智动豪华版 国V,上汽大众途观L线路故障双闪灯失灵4S店拒赔,"H82,H110,I297,",2020-06-10,处理反馈
279,482862,一汽-大众,T-ROC探歌,2018款 280TSI DSG 四驱 舒适型 国V,一汽大众探歌大灯亮度不足 韩泰轮胎开裂,"F100,H82,",2020-06-10,用户评分
280,482859,上汽大众,途昂,2017款 380TSI 四驱 豪华版,上汽大众途昂升降挡时分动箱异响,"B33,",2020-06-10,用户评分
281,482852,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯不亮有白雾希望厂家处理,"H82,",2020-06-10,处理反馈
282,482845,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响厂家未解决问题,"I281,I292,",2020-06-10,处理反馈
283,482840,上汽大众,朗行,2015款 1.6L 手动 舒适型,上汽大众朗行车灯有异物希望厂家处理,"H88,",2020-06-10,处理反馈
284,482832,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾顶棚鼓包 刹车盘生锈,"H79,H168,",2020-06-10,用户评分
285,482821,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸车内异味严重4S店不给解决,"H185,",2020-06-10,用户评分
286,482817,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响安全,"F100,",2020-06-10,用户评分
287,482815,上汽大众,朗逸,2018款 280TSI DSG 舒适版 国V,上汽大众朗逸变速箱异响现象严重,"B33,",2020-06-10,信息审核
288,482791,一汽-大众,速腾,2019款 280TSI DSG 豪华型 国VI,一汽大众速腾韩泰轮胎有裂纹希望厂家处理,"F100,",2020-06-10,用户评分
289,482788,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾前挡风玻璃开裂4S店不保修,"H113,I297,",2020-06-10,处理反馈
290,482786,上汽大众,帕萨特新能源,2019款 430PHEV 混动 豪华版,上汽大众帕萨特新能源变速箱机电单元故障,"B84,H101,",2020-06-10,处理反馈
291,482777,上汽大众,途铠,2019款 1.5L 自动 舒适版,上汽大众途铠刹车盘生锈电瓶报警怀疑库存车,"E43,E42,H146,I295,I297,M283,",2020-06-10,处理反馈
292,482757,上汽大众,途观L新能源,2019款 430PHEV 混动旗舰版,上汽大众途观L新能源机油增多维修有汽油味,"A339,A13,J300,J301,",2020-06-10,用户评分
293,482736,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸变速箱故障厂家不同意索赔总成,"B77,B246,I295,",2020-06-10,用户评分
294,482724,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯光线变暗影响安全,"H82,",2020-06-10,处理反馈
295,482691,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸刹车时前轮位置存在异响,"E43,",2020-06-10,用户评分
296,482687,上汽大众,朗逸,2013款 1.6L 自动 风尚版 改款,上汽大众朗逸车内异味严重影响驾驶,"H185,",2020-06-10,处理反馈
297,482678,上汽大众,帕萨特,2019款 280TSI 商务版 国VI,上汽大众帕萨特变速箱异响顿挫希望解决,"B33,B19,",2020-06-10,处理反馈
298,482670,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一汽大众迈腾发动机怠速异响希望处理,"A9,",2020-06-10,处理反馈
299,482619,一汽-大众,速腾,2017款 230TSI 自动 舒适型,一汽大众速腾变速箱换挡时严重顿挫,"B19,",2020-06-10,处理反馈
